Subject,Start Date,Start Time,End Date,End Time,All Day Event,Description,Location,Trailer
Troublemakers: The Story of Land Art,4/24/2016,4:30 PM,4/24/2016,5:42 PM,False,http://cinema.cornell.edu/Spring2016/troublemakers_the_story.html,,http://www.youtube.com/watch?v=yD5IurD7CJI
Star Wars: The Force Awakens,4/24/2016,7:15 PM,4/24/2016,9:30 PM,False,http://cinema.cornell.edu/Spring2016/star_wars_the_force_awak.html,,http://www.youtube.com/watch?v=sGbxmsDFVnE
Censored Voices,4/25/2016,7:00 PM,4/25/2016,8:24 PM,False,http://cinema.cornell.edu/Spring2016/censored_voices.html,,http://www.youtube.com/watch?v=Eh0Z1VfYPcE
More Than Honey,4/26/2016,7:00 PM,4/26/2016,8:35 PM,False,http://cinema.cornell.edu/Spring2016/more_than_honey.html,,http://www.youtube.com/watch?v=2NT05qEJxUk
I Don’t Belong Anywhere: The Cinema of Chantal Akerman,4/27/2016,7:00 PM,4/27/2016,8:07 PM,False,http://cinema.cornell.edu/Spring2016/i_dont_belong_anywhere_t.html,,http://vimeo.com/142431980
Purple Rain,4/27/2016,8:45 PM,4/27/2016,10:06 PM,False,http://cinema.cornell.edu/Spring2016/purple_rain.html,,http://www.youtube.com/watch?v=AuXK8ZbTmLk
The Big Lebowski: Party & Screening!,4/29/2016,7:30 PM,4/29/2016,10:06 PM,False,http://cinema.cornell.edu/Spring2016/big_lebowski.html,Willard Straight Hall Memorial Room,http://www.youtube.com/watch?v=AuXK8ZbTmLk
Art House,5/4/2016,7:00 PM,5/4/2016,8:30 PM,False,http://cinema.cornell.edu/Spring2016/art_house.html,,http://vimeo.com/108247225
Popstar: Never Stop Never Stopping (Sneak Preview),5/4/2016,8:45 PM,5/4/2016,10:30 PM,False,http://cinema.cornell.edu/Spring2016/popstar_never_stop.html,,http://www.youtube.com/watch?v=Qnj9Dvl2fQE
No Home Movie,5/5/2016,7:00 PM,5/5/2016,8:55 PM,False,http://cinema.cornell.edu/Spring2016/no_home_movie.html,,http://www.youtube.com/watch?v=xrrVhxXVDf4
Deadpool,5/5/2016,9:30 PM,5/5/2016,11:18 PM,False,http://cinema.cornell.edu/Spring2016/deadpool.html,,http://www.youtube.com/watch?v=jWM0ct-OLsM
Francofonia,5/6/2016,7:15 PM,5/6/2016,8:42 PM,False,http://cinema.cornell.edu/Spring2016/francofonia.html,,http://www.youtube.com/watch?v=t2IEXUspJVg
Deadpool,5/6/2016,9:15 PM,5/6/2016,11:03 PM,False,http://cinema.cornell.edu/Spring2016/deadpool.html,,http://www.youtube.com/watch?v=jWM0ct-OLsM
