Subject,Start Date,Start Time,End Date,End Time,All Day Event,Description,Location,Trailer
Magic Mike XXL,9/18/2015,9:15 PM,9/18/2015,11:10 PM,False,http://cinema.cornell.edu/Fall2015/magic_mike_xxl.html,,http://www.youtube.com/watch?v=oLoyU3xYwbs
Macbeth,9/19/2015,7:15 PM,9/19/2015,9:03 PM,False,http://cinema.cornell.edu/Fall2015/macbeth.html,,http://vimeo.com/122713781
Magic Mike XXL,9/19/2015,9:45 PM,9/19/2015,11:40 PM,False,http://cinema.cornell.edu/Fall2015/magic_mike_xxl.html,,http://www.youtube.com/watch?v=oLoyU3xYwbs
Cheatin’,9/20/2015,7:15 PM,9/20/2015,8:31 PM,False,http://cinema.cornell.edu/Fall2015/cheatin.html,,http://vimeo.com/76084888
Magic Mike XXL,9/20/2015,9:00 PM,9/20/2015,10:55 PM,False,http://cinema.cornell.edu/Fall2015/magic_mike_xxl.html,,http://www.youtube.com/watch?v=oLoyU3xYwbs
Killer of Sheep,9/23/2015,7:15 PM,9/23/2015,8:38 PM,False,http://cinema.cornell.edu/Fall2015/killer_of_sheep.html,,http://www.youtube.com/watch?v=-nXw-8MXhVE
The Look of Silence,9/24/2015,4:30 PM,9/24/2015,6:13 PM,False,http://cinema.cornell.edu/Fall2015/look_of_silence.html,,http://www.youtube.com/watch?v=HtAohrVK7qc
La Sapienza,9/24/2015,7:15 PM,9/24/2015,8:56 PM,False,http://cinema.cornell.edu/Fall2015/sapienza.html,,http://www.youtube.com/watch?v=STgmzlVGKaE
Jurassic World,9/24/2015,9:30 PM,9/24/2015,11:35 PM,False,http://cinema.cornell.edu/Fall2015/jurassic_world.html,,http://www.youtube.com/watch?v=RFinNxS5KN4
Look of Silence,9/25/2015,7:15 PM,9/25/2015,8:58 PM,False,http://cinema.cornell.edu/Fall2015/look_of_silence.html,,http://www.youtube.com/watch?v=HtAohrVK7qc
Jurassic World,9/25/2015,9:30 PM,9/25/2015,11:35 PM,False,http://cinema.cornell.edu/Fall2015/jurassic_world.html,,http://www.youtube.com/watch?v=RFinNxS5KN4
The Third Man,9/26/2015,7:15 PM,9/26/2015,8:48 PM,False,http://cinema.cornell.edu/Fall2015/third_man.html,,http://vimeo.com/128391695
Jurassic World,9/26/2015,9:25 PM,9/26/2015,11:30 PM,False,http://cinema.cornell.edu/Fall2015/jurassic_world.html,,http://www.youtube.com/watch?v=RFinNxS5KN4
The Third Man,9/27/2015,7:15 PM,9/27/2015,8:48 PM,False,http://cinema.cornell.edu/Fall2015/third_man.html,,http://vimeo.com/128391695
La Sapienza,9/27/2015,9:15 PM,9/27/2015,10:56 PM,False,http://cinema.cornell.edu/Fall2015/sapienza.html,,http://www.youtube.com/watch?v=STgmzlVGKaE
El Velador; The Night Watchman,9/28/2015,4:15 PM,9/28/2015,5:27 PM,False,http://cinema.cornell.edu/Fall2015/velador.html,,http://www.youtube.com/watch?v=VRn7kRsfwII
Beyond Enchantment: Recent Work by Animator Lawrence Jordan,9/29/2015,7:30 PM,9/29/2015,8:37 PM,False,http://cinema.cornell.edu/Fall2015/beyond_enchantment_recen.html,Sage Chapel,http://www.youtube.com/watch?v=wgmZmmVjsSM
Binghamton Babylon,9/30/2015,7:30 PM,9/30/2015,9:01 PM,False,http://cinema.cornell.edu/Fall2015/binghamton_babylon.html,,
Wild Tales,10/1/2015,7:00 PM,10/1/2015,9:02 PM,False,http://cinema.cornell.edu/Fall2015/wild_tales.html,,http://vimeo.com/118335351
Inside Out,10/1/2015,9:30 PM,10/1/2015,11:04 PM,False,http://cinema.cornell.edu/Fall2015/inside_out.html,,http://www.youtube.com/watch?v=seMwpP0yeu4
Inside Out,10/2/2015,7:00 PM,10/2/2015,8:34 PM,False,http://cinema.cornell.edu/Fall2015/inside_out.html,,http://www.youtube.com/watch?v=seMwpP0yeu4
Wild Tales,10/2/2015,9:15 PM,10/2/2015,11:17 PM,False,http://cinema.cornell.edu/Fall2015/wild_tales.html,,http://vimeo.com/118335351
Confidential Report (aka Mr. Arkadin),10/3/2015,7:15 PM,10/3/2015,8:54 PM,False,http://cinema.cornell.edu/Fall2015/confidential_report.html,,http:/www.youtube.com/watch?v=AlzXUVFL3Gk
Inside Out,10/3/2015,9:40 PM,10/3/2015,11:14 PM,False,http://cinema.cornell.edu/Fall2015/inside_out.html,,http://www.youtube.com/watch?v=seMwpP0yeu4
Inside Out,10/4/2015,4:30 PM,10/4/2015,6:04 PM,False,http://cinema.cornell.edu/Fall2015/inside_out.html,,http://www.youtube.com/watch?v=seMwpP0yeu4
Confidential Report (aka Mr. Arkadin),10/4/2015,7:00 PM,10/4/2015,8:39 PM,False,http://cinema.cornell.edu/Fall2015/confidential_report.html,,http:/www.youtube.com/watch?v=AlzXUVFL3Gk
Losing Ground,10/7/2015,7:15 PM,10/7/2015,8:41 PM,False,http://cinema.cornell.edu/Fall2015/losing_ground.html,,http://www.youtube.com/watch?v=5cKLqLuZJzs
The Trial,10/8/2015,7:00 PM,10/8/2015,8:58 PM,False,http://cinema.cornell.edu/Fall2015/trial.html,,http://www.youtube.com/watch?v=R_7weUR0oMY
Amy,10/8/2015,9:30 PM,10/8/2015,11:38 PM,False,http://cinema.cornell.edu/Fall2015/amy.html,,http://www.youtube.com/watch?v=_2yCIwmNuLE
Losing Ground,10/9/2015,7:15 PM,10/9/2015,8:41 PM,False,http://cinema.cornell.edu/Fall2015/losing_ground.html,,http://www.youtube.com/watch?v=5cKLqLuZJzs
Amy,10/9/2015,9:15 PM,10/9/2015,11:23 PM,False,http://cinema.cornell.edu/Fall2015/amy.html,,http://www.youtube.com/watch?v=_2yCIwmNuLE
In the Land of the Head Hunters,10/14/2015,7:15 PM,10/14/2015,8:25 PM,False,http://cinema.cornell.edu/Fall2015/in_the_land_of_the_head.html,,http://youtu.be/QB93E0Ct3W8
Steve Jobs (Sneak Preview),10/14/2015,9:00 PM,10/14/2015,11:02 PM,False,http://cinema.cornell.edu/Fall2015/steve_jobs.html,,http://www.youtube.com/watch?v=9XEh7arNSms
Rati Chakravyuh,10/15/2015,7:00 PM,10/15/2015,8:42 PM,False,http://cinema.cornell.edu/Fall2015/rati_chakravyuh.html,,http://vimeo.com/97719308
Trainwreck,10/15/2015,9:45 PM,10/15/2015,11:50 PM,False,http://cinema.cornell.edu/Fall2015/trainwreck.html,,http://www.youtube.com/watch?v=y_KP9x80Z9Q
Pather Panchali,10/16/2015,7:00 PM,10/16/2015,8:55 PM,False,http://cinema.cornell.edu/Fall2015/pather_panchali.html,,http://www.youtube.com/watch?v=mgv68E_o6VM
Trainwreck,10/16/2015,9:30 PM,10/16/2015,11:35 PM,False,http://cinema.cornell.edu/Fall2015/trainwreck.html,,http://www.youtube.com/watch?v=y_KP9x80Z9Q
Güeros,10/17/2015,7:00 PM,10/17/2015,8:46 PM,False,http://cinema.cornell.edu/Fall2015/geros.html,,http://www.youtube.com/watch?v=cm49CH4qtSg
Trainwreck,10/17/2015,9:20 PM,10/17/2015,11:25 PM,False,http://cinema.cornell.edu/Fall2015/trainwreck.html,,http://www.youtube.com/watch?v=y_KP9x80Z9Q
Pather Panchali,10/18/2015,4:30 PM,10/18/2015,6:25 PM,False,http://cinema.cornell.edu/Fall2015/pather_panchali.html,,http://www.youtube.com/watch?v=mgv68E_o6VM
Güeros,10/18/2015,7:00 PM,10/18/2015,8:46 PM,False,http://cinema.cornell.edu/Fall2015/geros.html,,http://www.youtube.com/watch?v=cm49CH4qtSg
In the Shadow of Ebola,10/19/2015,7:30 PM,10/19/2015,8:00 PM,False,http://cinema.cornell.edu/Fall2015/in_the_shadow_of_ebola.html,,http://www.youtube.com/watch?t=1&v=SaCYI0pL8KU
Street Fight,10/20/2015,7:15 PM,10/20/2015,8:38 PM,False,http://cinema.cornell.edu/Fall2015/street_fight.html,,http://www.youtube.com/watch?v=fNrT2utrpAA
If a Tree Falls: A Story of the Earth Liberation Front,10/21/2015,7:15 PM,10/21/2015,8:40 PM,False,http://cinema.cornell.edu/Fall2015/if_a_tree_falls_a_story.html,,http://www.youtube.com/watch?v=QAGxy85R380&feature=youtu.be
The Girl is in Trouble,10/22/2015,7:00 PM,10/22/2015,8:30 PM,False,http://cinema.cornell.edu/Fall2015/girl_is_in_trouble.html,,http://www.youtube.com/watch?v=SG8uJsCYflY
Ant-Man,10/22/2015,9:35 PM,10/22/2015,11:30 PM,False,http://cinema.cornell.edu/Fall2015/antman.html,,http://www.youtube.com/watch?v=pWdKf3MneyI
Aparajito,10/23/2015,7:00 PM,10/23/2015,8:53 PM,False,http://cinema.cornell.edu/Fall2015/aparajito.html,,http://www.youtube.com/watch?v=mgv68E_o6VM
Ant-Man,10/23/2015,9:30 PM,10/23/2015,11:25 PM,False,http://cinema.cornell.edu/Fall2015/antman.html,,http://www.youtube.com/watch?v=pWdKf3MneyI
Monkey Kingdom,10/24/2015,2:00 PM,10/24/2015,3:21 PM,False,http://cinema.cornell.edu/Fall2015/monkey_kingdom.html,,http://www.youtube.com/watch?v=Qwh6_bMcGl4
Touch of Evil,10/24/2015,7:00 PM,10/24/2015,8:51 PM,False,http://cinema.cornell.edu/Fall2015/touch_of_evil.html,,http://www.youtube.com/watch?v=B0QlQtPnJP8
Ant-Man,10/24/2015,9:30 PM,10/24/2015,11:25 PM,False,http://cinema.cornell.edu/Fall2015/antman.html,,http://www.youtube.com/watch?v=pWdKf3MneyI
Aparajito,10/25/2015,4:30 PM,10/25/2015,6:23 PM,False,http://cinema.cornell.edu/Fall2015/aparajito.html,,http://www.youtube.com/watch?v=mgv68E_o6VM
Touch of Evil,10/25/2015,7:00 PM,10/25/2015,8:51 PM,False,http://cinema.cornell.edu/Fall2015/touch_of_evil.html,,http://www.youtube.com/watch?v=B0QlQtPnJP8
Stacey Steers: Animations Made by Hand,10/26/2015,7:15 PM,10/26/2015,8:16 PM,False,http://cinema.cornell.edu/Fall2015/stacey_steers_animations.html,,http://vimeo.com/78202675
A Pigeon Sat on a Branch Reflecting on Existence,10/28/2015,7:00 PM,10/28/2015,8:50 PM,False,http://cinema.cornell.edu/Fall2015/pigeon_sat_on_a_branch_r.html,,http://www.youtube.com/watch?v=h7pna4laaAk
Just Another Girl on the IRT,10/28/2015,9:20 PM,10/28/2015,10:52 PM,False,http://cinema.cornell.edu/Fall2015/just_another_girl_on_the.html,,http://www.youtube.com/watch?v=FNPuHRPFyUk
The Automatic Hate,10/29/2015,7:00 PM,10/29/2015,8:37 PM,False,http://cinema.cornell.edu/Fall2015/automatic_hate.html,,
The World of Apu,10/30/2015,7:00 PM,10/30/2015,8:46 PM,False,http://cinema.cornell.edu/Fall2015/world_of_apu.html,,http://www.youtube.com/watch?v=mgv68E_o6VM
What We Do in the Shadows,10/30/2015,9:20 PM,10/30/2015,10:46 PM,False,http://cinema.cornell.edu/Fall2015/what_we_do_in_the_shadow.html,,http://www.youtube.com/watch?t=10&v=OgTY0Lx4--I
Fantastic Journeys: Animated Shorts,10/31/2015,2:00 PM,10/31/2015,3:05 PM,False,http://cinema.cornell.edu/Fall2015/fantastic_journeys_anima.html,,
What We Do in the Shadows (and Halloween Party!),10/31/2015,7:00 PM,10/31/2015,10:00 PM,False,http://cinema.cornell.edu/Fall2015/what_we_do_in_the_shadow.html,,http://www.youtube.com/watch?t=10&v=OgTY0Lx4--I
The World of Apu,11/1/2015,4:30 PM,11/1/2015,6:16 PM,False,http://cinema.cornell.edu/Fall2015/world_of_apu.html,,http://www.youtube.com/watch?v=mgv68E_o6VM
A Pigeon Sat on a Branch Reflecting on Existence,11/1/2015,7:00 PM,11/1/2015,8:50 PM,False,http://cinema.cornell.edu/Fall2015/pigeon_sat_on_a_branch_r.html,,http://www.youtube.com/watch?v=h7pna4laaAk
Jatt and Juliet (free),11/3/2015,7:00 PM,11/3/2015,9:20 PM,False,http://cinema.cornell.edu/Fall2015/jatt_and_juliet.html,,
I am Cuba,11/4/2015,7:00 PM,11/4/2015,9:21 PM,False,http://cinema.cornell.edu/Fall2015/i_am_cuba.html,,http://www.youtube.com/watch?v=D1-W8tXrfnQ
The Hand That Feeds,11/5/2015,7:00 PM,11/5/2015,8:24 PM,False,http://cinema.cornell.edu/Fall2015/hand_that_feeds.html,,http://vimeo.com/52870881
Kahlil Gibran’s The Prophet,11/5/2015,9:30 PM,11/5/2015,10:55 PM,False,http://cinema.cornell.edu/Fall2015/kahlil_gibrans_the_proph.html,,http://www.youtube.com/watch?v=y9SzAFcFhYY
Kahlil Gibran’s The Prophet,11/8/2015,4:30 PM,11/8/2015,5:55 PM,False,http://cinema.cornell.edu/Fall2015/kahlil_gibrans_the_proph.html,,http://www.youtube.com/watch?v=y9SzAFcFhYY
Kahlil Gibran’s The Prophet,11/8/2015,7:00 PM,11/8/2015,8:25 PM,False,http://cinema.cornell.edu/Fall2015/kahlil_gibrans_the_proph.html,,http://www.youtube.com/watch?v=y9SzAFcFhYY
Portrait of Jason,11/11/2015,7:15 PM,11/11/2015,9:00 PM,False,http://cinema.cornell.edu/Fall2015/portrait_of_jason.html,,http://www.youtube.com/watch?v=gK9qRfb7pbc
Court,11/12/2015,7:00 PM,11/12/2015,8:56 PM,False,http://cinema.cornell.edu/Fall2015/court.html,,http://www.youtube.com/watch?v=D0I6jtTXVco
Tangerine,11/12/2015,9:30 PM,11/12/2015,10:58 PM,False,http://cinema.cornell.edu/Fall2015/tangerine.html,,http://www.youtube.com/watch?v=aA6r2jbzEMI
Tangerine,11/13/2015,7:30 PM,11/13/2015,8:58 PM,False,http://cinema.cornell.edu/Fall2015/tangerine.html,,http://www.youtube.com/watch?v=aA6r2jbzEMI
Portrait of Jason,11/13/2015,9:30 PM,11/13/2015,11:15 PM,False,http://cinema.cornell.edu/Fall2015/portrait_of_jason.html,,http://www.youtube.com/watch?v=gK9qRfb7pbc
Sing-a-Long Sound of Music,11/14/2015,2:00 PM,11/14/2015,4:54 PM,False,http://cinema.cornell.edu/Fall2015/singalong_sound_of_music.html,,http://vimeo.com/38996329
Sing-a-Long Sound of Music,11/14/2015,7:30 PM,11/14/2015,10:24 PM,False,http://cinema.cornell.edu/Fall2015/singalong_sound_of_music.html,,http://vimeo.com/38996329
Court,11/15/2015,4:30 PM,11/15/2015,6:26 PM,False,http://cinema.cornell.edu/Fall2015/court.html,,http://www.youtube.com/watch?v=D0I6jtTXVco
Tangerine,11/15/2015,7:00 PM,11/15/2015,8:28 PM,False,http://cinema.cornell.edu/Fall2015/tangerine.html,,http://www.youtube.com/watch?v=aA6r2jbzEMI
Jason and Shirley,11/17/2015,7:00 PM,11/17/2015,8:19 PM,False,http://cinema.cornell.edu/Fall2015/jason_and_shirley.html,,http://vimeo.com/127768965
Rocco and His Brothers,11/18/2015,6:45 PM,11/18/2015,9:45 PM,False,http://cinema.cornell.edu/Fall2015/rocco_and_his_brothers.html,,http://www.youtube.com/watch?v=M3tK_13gLDI&list=PLBCC13B804A9B2ADA
Dope,11/19/2015,7:00 PM,11/19/2015,8:43 PM,False,http://cinema.cornell.edu/Fall2015/dope.html,,http://www.youtube.com/watch?v=sNlSBM8jVOY
Minions,11/19/2015,9:30 PM,11/19/2015,11:01 PM,False,http://cinema.cornell.edu/Fall2015/minions.html,,http://youtu.be/Wfql_DoHRKc
Minions,11/20/2015,7:15 PM,11/20/2015,8:46 PM,False,http://cinema.cornell.edu/Fall2015/minions.html,,http://youtu.be/Wfql_DoHRKc
Dope,11/20/2015,9:15 PM,11/20/2015,10:58 PM,False,http://cinema.cornell.edu/Fall2015/dope.html,,http://www.youtube.com/watch?v=sNlSBM8jVOY
Minions,11/21/2015,2:00 PM,11/21/2015,3:31 PM,False,http://cinema.cornell.edu/Fall2015/minions.html,,http://youtu.be/Wfql_DoHRKc
F for Fake,11/21/2015,7:00 PM,11/21/2015,8:27 PM,False,http://cinema.cornell.edu/Fall2015/f_for_fake.html,,http://www.youtube.com/watch?v=twlA_yzagXo
Dope,11/21/2015,9:20 PM,11/21/2015,11:03 PM,False,http://cinema.cornell.edu/Fall2015/dope.html,,http://www.youtube.com/watch?v=sNlSBM8jVOY
Rocco and His Brothers,11/22/2015,3:15 PM,11/22/2015,6:15 PM,False,http://cinema.cornell.edu/Fall2015/rocco_and_his_brothers.html,,http://www.youtube.com/watch?v=M3tK_13gLDI&list=PLBCC13B804A9B2ADA
F for Fake,11/22/2015,7:00 PM,11/22/2015,8:27 PM,False,http://cinema.cornell.edu/Fall2015/f_for_fake.html,,http://www.youtube.com/watch?v=twlA_yzagXo
